subject,predicate,object,source
http://dbpedia.org/resource/James_Clerk_Maxwell,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cambridge,seed
http://dbpedia.org/resource/James_Clerk_Maxwell,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Edinburgh,seed
http://dbpedia.org/resource/James_Clerk_Maxwell,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Katherine_Clerk_Maxwell,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Kensington,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Woolsthorpe-by-Colsterworth,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Fellow_of_the_Royal_Society,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Knight_Bachelor,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Binomial_series,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Calculus,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Classical_mechanics,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/List_of_things_named_after_Isaac_Newton,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_identities,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_law_of_cooling,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_law_of_universal_gravitation,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_laws_of_motion,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_metal,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_method,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton's_rings,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton_line,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newtonian_fluid,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Newton–Gauss_line,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Optics,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Philosophiæ_Naturalis_Principia_Mathematica,seed
http://dbpedia.org/resource/Isaac_Newton,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/resource/Standing_on_the_shoulders_of_giants,seed
