s,s_type,p,p_type,o,o_type
http://dbpedia.org/resource/Basil_Balme,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Australia,uri
http://dbpedia.org/resource/Basil_Balme,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Perth,uri
http://dbpedia.org/resource/Basil_Balme,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Australia,uri
http://dbpedia.org/resource/Basil_Balme,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Perth,uri
http://dbpedia.org/resource/Bibudhendra_Sarkar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bengal_Presidency,uri
http://dbpedia.org/resource/Bibudhendra_Sarkar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Presidencies_and_provinces_of_British_India,uri
http://dbpedia.org/resource/Bibudhendra_Sarkar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kushtia_District,uri
http://dbpedia.org/resource/Bibudhendra_Sarkar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bengal_Presidency,uri
http://dbpedia.org/resource/Bibudhendra_Sarkar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Presidencies_and_provinces_of_British_India,uri
http://dbpedia.org/resource/Bibudhendra_Sarkar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kushtia_District,uri
http://dbpedia.org/resource/Chung_Soon-yeong,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/South_Jeolla_Province,uri
http://dbpedia.org/resource/Chung_Soon-yeong,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Gokseong_County,uri
http://dbpedia.org/resource/Chung_Soon-yeong,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/South_Jeolla_Province,uri
http://dbpedia.org/resource/Chung_Soon-yeong,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Gokseong_County,uri
http://dbpedia.org/resource/David_Allen_(botanist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Guildford,uri
http://dbpedia.org/resource/David_Allen_(botanist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Guildford,uri
http://dbpedia.org/resource/Eunice_D._Kinney,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Southampton,_New_Brunswick",uri
http://dbpedia.org/resource/Eunice_D._Kinney,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Southampton,_New_Brunswick",uri
http://dbpedia.org/resource/Florian_G._Kaiser,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Switzerland,uri
http://dbpedia.org/resource/Florian_G._Kaiser,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lohn-Ammannsegg,uri
http://dbpedia.org/resource/Florian_G._Kaiser,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Switzerland,uri
http://dbpedia.org/resource/Florian_G._Kaiser,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lohn-Ammannsegg,uri
http://dbpedia.org/resource/Harry_Lee_Morrison,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Arlington_County,_Virginia",uri
http://dbpedia.org/resource/Harry_Lee_Morrison,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Arlington_County,_Virginia",uri
http://dbpedia.org/resource/Ibrahim_Eltayeb,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Sudan,uri
http://dbpedia.org/resource/Ibrahim_Eltayeb,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Sudan,uri
http://dbpedia.org/resource/Iza_Coghlan,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Redfern,_New_South_Wales",uri
http://dbpedia.org/resource/Iza_Coghlan,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Redfern,_New_South_Wales",uri
http://dbpedia.org/resource/Jeanne_Hoff_(psychiatrist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/Jeanne_Hoff_(psychiatrist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/Joseph_Monroe_(computer_scientist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/North_Carolina,uri
http://dbpedia.org/resource/Joseph_Monroe_(computer_scientist),uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Rowland,_North_Carolina",uri
http://dbpedia.org/resource/Kim_Yi_Dionne,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Castle_Air_Force_Base,uri
http://dbpedia.org/resource/Kim_Yi_Dionne,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Castle_Air_Force_Base,uri
http://dbpedia.org/resource/Lelio_Bisciola,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Italy,uri
http://dbpedia.org/resource/Lelio_Bisciola,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Modena,uri
http://dbpedia.org/resource/Lelio_Bisciola,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Italy,uri
http://dbpedia.org/resource/Lelio_Bisciola,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Modena,uri
http://dbpedia.org/resource/Louis_Isaac_Woolf,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Hackney,_London",uri
http://dbpedia.org/resource/Louis_Isaac_Woolf,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Hackney,_London",uri
http://dbpedia.org/resource/Mary_Ross_Bell,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Glasgow,uri
http://dbpedia.org/resource/Mary_Ross_Bell,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Glasgow,uri
http://dbpedia.org/resource/Mary_V._Clymer,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Yardville,_New_Jersey",uri
http://dbpedia.org/resource/Mary_V._Clymer,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Yardville,_New_Jersey",uri
http://dbpedia.org/resource/Michael_Gschwind,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Michael_Gschwind,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vienna,uri
http://dbpedia.org/resource/Min_Dong_(electrical_engineer),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Beijing,uri
http://dbpedia.org/resource/Mário_Ursulino,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Aracaju,uri
http://dbpedia.org/resource/Mário_Ursulino,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Aracaju,uri
http://dbpedia.org/resource/Nacer_Chahat,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/France,uri
http://dbpedia.org/resource/Nacer_Chahat,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Angers,uri
http://dbpedia.org/resource/Nacer_Chahat,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/France,uri
http://dbpedia.org/resource/Nacer_Chahat,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Angers,uri
http://dbpedia.org/resource/Paul_de_Vos_(immunologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Netherlands,uri
http://dbpedia.org/resource/Paul_de_Vos_(immunologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rotterdam,uri
http://dbpedia.org/resource/Paul_de_Vos_(immunologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Netherlands,uri
http://dbpedia.org/resource/Paul_de_Vos_(immunologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rotterdam,uri
http://dbpedia.org/resource/Rachid_Idrissi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Morocco,uri
http://dbpedia.org/resource/Rachid_Idrissi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Outat_El_Haj,uri
http://dbpedia.org/resource/Rachid_Idrissi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Morocco,uri
http://dbpedia.org/resource/Rachid_Idrissi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Outat_El_Haj,uri
http://dbpedia.org/resource/Rade_Vukmir,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Center_Township,_Beaver_County,_Pennsylvania",uri
http://dbpedia.org/resource/Rade_Vukmir,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Center_Township,_Beaver_County,_Pennsylvania",uri
http://dbpedia.org/resource/Renzo_Rosso_(hydrologist)__Renzo_Rosso__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Genoa,uri
http://dbpedia.org/resource/Renzo_Rosso_(hydrologist)__Renzo_Rosso__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Italy,uri
http://dbpedia.org/resource/Renzo_Rosso_(hydrologist)__Renzo_Rosso__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Genoa,uri
http://dbpedia.org/resource/Renzo_Rosso_(hydrologist)__Renzo_Rosso__1,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Italy,uri
http://dbpedia.org/resource/Stephen_Knott,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Paxton,_Massachusetts",uri
http://dbpedia.org/resource/Stephen_Knott,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Paxton,_Massachusetts",uri
http://dbpedia.org/resource/Subhendu_Guha,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/History_of_Dhaka,uri
http://dbpedia.org/resource/Sufian_Tayeh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Gaza_Strip,uri
http://dbpedia.org/resource/Sufian_Tayeh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jabalia_refugee_camp,uri
http://dbpedia.org/resource/Sufian_Tayeh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Gaza_Strip,uri
http://dbpedia.org/resource/Sufian_Tayeh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jabalia_refugee_camp,uri
http://dbpedia.org/resource/Victor_Aladjev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Soviet_Union,uri
http://dbpedia.org/resource/Victor_Aladjev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Grodno,uri
http://dbpedia.org/resource/Victor_Aladjev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Soviet_Union,uri
http://dbpedia.org/resource/Victor_Aladjev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Grodno,uri
http://dbpedia.org/resource/Abhishek_Shukla,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Uttar_Pradesh,uri
http://dbpedia.org/resource/Abhishek_Shukla,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lucknow,uri
http://dbpedia.org/resource/Abhishek_Shukla,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Uttar_Pradesh,uri
http://dbpedia.org/resource/Abhishek_Shukla,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lucknow,uri
http://dbpedia.org/resource/Alexei_Tsvelik,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Samara,uri
http://dbpedia.org/resource/Alexei_Tsvelik,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Samara,uri
http://dbpedia.org/resource/Bevlee_Watford,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Washington,_D.C.",uri
http://dbpedia.org/resource/Bevlee_Watford,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Washington,_D.C.",uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Bukovina,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chernivtsi,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Bukovina,uri
http://dbpedia.org/resource/Constantin_Zablovschi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chernivtsi,uri
http://dbpedia.org/resource/E._Graham_Howe,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/London,uri
http://dbpedia.org/resource/E._Graham_Howe,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/London,uri
http://dbpedia.org/resource/Felton_Ross,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Leominster,uri
http://dbpedia.org/resource/Felton_Ross,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Leominster,uri
http://dbpedia.org/resource/Frederick_E._Wang,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Taiwan,uri
http://dbpedia.org/resource/Frederick_E._Wang,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Shetou,uri
http://dbpedia.org/resource/Frederick_E._Wang,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Taiwan,uri
http://dbpedia.org/resource/Frederick_E._Wang,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Shetou,uri
http://dbpedia.org/resource/Harold_Jaffe_(epidemiologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Massachusetts,uri
http://dbpedia.org/resource/Harold_Jaffe_(epidemiologist),uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Newton,_Massachusetts",uri
http://dbpedia.org/resource/Harold_Jaffe_(epidemiologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Massachusetts,uri
http://dbpedia.org/resource/Harold_Jaffe_(epidemiologist),uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Newton,_Massachusetts",uri
http://dbpedia.org/resource/Hiroshi_Ohno,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tokyo,uri
http://dbpedia.org/resource/Hiroshi_Ohno,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tokyo,uri
http://dbpedia.org/resource/Iryna_Zenyuk,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Iryna_Zenyuk,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Ivor_Chipkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/South_Africa,uri
http://dbpedia.org/resource/Ivor_Chipkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Gauteng,uri
http://dbpedia.org/resource/Ivor_Chipkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Johannesburg,uri
http://dbpedia.org/resource/Ivor_Chipkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/South_Africa,uri
http://dbpedia.org/resource/Ivor_Chipkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Gauteng,uri
http://dbpedia.org/resource/Ivor_Chipkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Johannesburg,uri
http://dbpedia.org/resource/Jennifer_Ogilvie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Canada,uri
http://dbpedia.org/resource/Jennifer_Ogilvie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Canada,uri
http://dbpedia.org/resource/Laura_Veale,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hampsthwaite,uri
http://dbpedia.org/resource/Laura_Veale,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hampsthwaite,uri
http://dbpedia.org/resource/Leland_Doan,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/North_Bend,_Nebraska",uri
http://dbpedia.org/resource/Leland_Doan,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/North_Bend,_Nebraska",uri
http://dbpedia.org/resource/Lorna_Verdun_Sisely,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wangaratta,uri
http://dbpedia.org/resource/Lorna_Verdun_Sisely,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Wangaratta,uri
http://dbpedia.org/resource/Mario_Veiga_Ferraz_Pereira,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Brazil,uri
http://dbpedia.org/resource/Mario_Veiga_Ferraz_Pereira,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rio_de_Janeiro,uri
http://dbpedia.org/resource/Mario_Veiga_Ferraz_Pereira,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Brazil,uri
http://dbpedia.org/resource/Mario_Veiga_Ferraz_Pereira,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rio_de_Janeiro,uri
http://dbpedia.org/resource/Peter_Niemz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Germany,uri
http://dbpedia.org/resource/Peter_Niemz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Germany,uri
http://dbpedia.org/resource/RoseEmma_Mamaa_Entsua-Mensah,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Tamale,_Ghana",uri
http://dbpedia.org/resource/RoseEmma_Mamaa_Entsua-Mensah,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dominion_of_Ghana,uri
http://dbpedia.org/resource/RoseEmma_Mamaa_Entsua-Mensah,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Tamale,_Ghana",uri
http://dbpedia.org/resource/RoseEmma_Mamaa_Entsua-Mensah,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dominion_of_Ghana,uri
http://dbpedia.org/resource/Silvia_Semenzin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Italy,uri
http://dbpedia.org/resource/Silvia_Semenzin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Montebelluna,uri
http://dbpedia.org/resource/Silvia_Semenzin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Italy,uri
http://dbpedia.org/resource/Silvia_Semenzin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Montebelluna,uri
http://dbpedia.org/resource/Sleim_Ammar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tunisia,uri
http://dbpedia.org/resource/Sleim_Ammar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Sousse,uri
http://dbpedia.org/resource/Sleim_Ammar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tunisia,uri
http://dbpedia.org/resource/Sleim_Ammar,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Sousse,uri
http://dbpedia.org/resource/Süleyman_Yalçın,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Çanakkale,uri
http://dbpedia.org/resource/Süleyman_Yalçın,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Eceabat,uri
http://dbpedia.org/resource/Süleyman_Yalçın,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Çanakkale,uri
http://dbpedia.org/resource/Süleyman_Yalçın,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Eceabat,uri
http://dbpedia.org/resource/Taylor_Gerring,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Stuart,_Florida",uri
http://dbpedia.org/resource/Taylor_Gerring,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Stuart,_Florida",uri
http://dbpedia.org/resource/Trần_Đức_Thiệp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vietnam,uri
http://dbpedia.org/resource/Trần_Đức_Thiệp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hà_Tĩnh,uri
http://dbpedia.org/resource/Trần_Đức_Thiệp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Đức_Thọ_district,uri
http://dbpedia.org/resource/Trần_Đức_Thiệp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vietnam,uri
http://dbpedia.org/resource/Trần_Đức_Thiệp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hà_Tĩnh,uri
http://dbpedia.org/resource/Trần_Đức_Thiệp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Đức_Thọ_district,uri
http://dbpedia.org/resource/Viktor_Zhitomirsky,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Viktor_Zhitomirsky,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Taganrog,uri
http://dbpedia.org/resource/Viktor_Zhitomirsky,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Viktor_Zhitomirsky,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Taganrog,uri
http://dbpedia.org/resource/Xing_Xie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/China,uri
http://dbpedia.org/resource/Xing_Xie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jiangxi,uri
http://dbpedia.org/resource/Xing_Xie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Nanchang,uri
http://dbpedia.org/resource/Xing_Xie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/China,uri
http://dbpedia.org/resource/Xing_Xie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Jiangxi,uri
http://dbpedia.org/resource/Xing_Xie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Nanchang,uri
http://dbpedia.org/resource/Aleksandra_Pavlovna_Gamajunova,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Krasnodar_Krai,uri
http://dbpedia.org/resource/Aleksandra_Pavlovna_Gamajunova,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Aleksandra_Pavlovna_Gamajunova,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Krasnodar_Krai,uri
http://dbpedia.org/resource/Aleksandra_Pavlovna_Gamajunova,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Alexandr_Innokentevich_Tolmatchew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Saint_Petersburg,uri
http://dbpedia.org/resource/Alexandr_Innokentevich_Tolmatchew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Alexandr_Innokentevich_Tolmatchew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Saint_Petersburg,uri
http://dbpedia.org/resource/Alexandr_Innokentevich_Tolmatchew,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Ari_Siiriäinen,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Vyborg,uri
http://dbpedia.org/resource/Christos_Bartsocas,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Athens,uri
http://dbpedia.org/resource/Dipen_J_Parekh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/India,uri
http://dbpedia.org/resource/Dipen_J_Parekh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mumbai,uri
http://dbpedia.org/resource/Dipen_J_Parekh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/India,uri
http://dbpedia.org/resource/Dipen_J_Parekh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mumbai,uri
http://dbpedia.org/resource/Dipen_J_Parekh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/India,uri
http://dbpedia.org/resource/Dipen_J_Parekh,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mumbai,uri
http://dbpedia.org/resource/Gavin_Wright_(cricketer),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Yorkshire,uri
http://dbpedia.org/resource/Gavin_Wright_(cricketer),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Holmfirth,uri
http://dbpedia.org/resource/Heinrich_Leonhards_Skuja,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Latvia,uri
http://dbpedia.org/resource/Heinrich_Leonhards_Skuja,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Majori,uri
